iter	RMSE
588	10732.23114
589	10731.5149
590	10721.08516
591	10707.21723
592	10701.11472
593	10690.68891
594	10679.42463
595	10664.4648
596	10660.55443
597	10648.10431
598	10637.15891
599	10619.07963
600	10609.47766
601	10601.24908
602	10600.50031
603	10592.21551
604	10585.98363
605	10567.81077
606	10559.01187
607	10552.05197
608	10550.99009
609	10539.49797
610	10527.91631
611	10516.71342
612	10506.73071
613	10502.43791
614	10491.5189
615	10481.29843
616	10462.99006
617	10451.58712
618	10441.28368
619	10440.64936
620	10432.00764
621	10414.82594
622	10414.23763
623	10399.04313
624	10389.9033
625	10380.90039
626	10371.16905
627	10360.46037
628	10351.49464
629	10333.82225
630	10332.90888
631	10322.60711
632	10313.85388
633	10306.6979
634	10298.75649
635	10290.2146
636	10280.89724
637	10272.7991
638	10260.68148
639	10247.34162
640	10234.84655
641	10225.08312
642	10217.5108
643	10204.48306
644	10191.95184
645	10175.94876
646	10163.91504
647	10157.65453
648	10150.56149
649	10140.57854
650	10123.13454
651	10108.37015
652	10095.398
653	10088.27548
654	10081.07133
655	10069.26059
656	10059.72738
657	10059.24225
658	10050.90833
659	10044.09778
660	10033.17232
661	10016.99854
662	10011.87397
663	10002.28919
664	10001.50855
665	9989.829134
666	9983.735957
667	9974.433322
668	9964.877792
669	9958.286949
670	9946.351879
671	9941.33535
672	9931.441933
673	9921.425458
674	9916.839487
675	9906.853779
676	9894.074559
677	9884.28423
678	9872.017431
679	9866.888857
680	9862.443356
681	9846.729453
682	9834.790582
683	9827.727329
684	9817.109128
685	9808.545099
686	9803.342518
687	9795.761792
688	9785.854334
689	9772.443257
690	9756.633119
691	9738.856651
692	9736.055321
693	9732.272298
694	9716.889256
695	9705.958085
696	9696.551401
697	9688.778096
698	9688.329473
699	9682.930612
700	9680.524619
701	9679.762911
702	9670.321333
703	9665.54794
704	9654.849956
705	9644.356054
706	9634.418579
707	9627.124374
708	9618.440253
709	9606.775552
710	9594.823723
711	9587.967154
712	9577.949389
713	9565.998413
714	9561.829175
715	9549.723816
716	9541.162557
717	9528.321278
718	9519.17446
719	9509.186029
720	9496.990644
721	9484.686666
722	9477.702048
723	9470.42048
724	9461.6509
725	9453.319736
726	9448.567627
727	9442.186344
728	9436.218248
729	9424.622903
730	9422.053618
731	9413.242805
732	9403.321994
733	9398.657105
734	9387.376678
735	9376.086104
736	9368.220931
737	9353.864332
738	9340.33574
739	9330.811963
740	9327.372269
741	9320.156386
742	9311.911564
743	9305.843233
744	9301.568546
745	9292.16426
746	9281.412732
747	9271.489003
748	9264.804169
749	9259.128324
750	9249.289349
751	9241.92539
752	9232.443715
753	9223.786055
754	9220.260869
755	9213.523477
756	9202.029913
757	9192.8912
758	9184.381945
759	9179.813962
760	9168.427084
761	9160.79387
762	9151.492678
763	9140.239944
764	9133.13062
765	9123.578131
766	9117.114129
767	9109.634902
768	9106.379948
769	9098.370356
770	9090.452867
771	9085.33518
772	9077.346226
773	9076.930357
774	9071.751733
775	9062.77164
776	9056.232494
777	9051.136448
778	9044.586418
779	9035.698121
780	9033.576791
781	9026.525298
782	9019.189064
783	9007.883428
784	8995.122799
785	8984.571067
786	8972.619201
787	8970.596842
788	8963.374646
789	8953.264174
790	8942.676081
791	8937.185636
792	8929.300719
793	8918.798825
794	8915.659128
795	8911.1119
796	8907.128067
797	8906.773336
798	8894.304484
799	8887.375852
800	8879.546598
801	8867.946804
802	8861.016793
803	8851.230977
804	8842.87714
805	8834.334827
806	8833.880449
807	8830.174954
808	8824.265732
809	8818.119337
810	8814.555629
811	8807.672955
812	8797.973911
813	8795.997812
814	8789.289621
815	8782.478502
816	8778.828132
817	8772.615929
818	8762.587623
819	8757.943152
820	8750.354831
821	8741.716549
822	8726.46713
823	8720.811782
824	8720.262644
825	8710.979449
826	8709.352052
827	8702.135308
828	8696.87007
829	8695.594968
830	8687.887342
831	8680.016234
832	8673.553726
833	8667.358228
834	8664.159626
835	8658.57213
836	8650.360908
837	8641.858146
838	8637.655602
839	8635.178219
840	8626.552707
841	8615.946761
842	8614.278634
843	8606.811508
844	8595.671869
845	8588.865555
846	8582.813251
847	8579.367251
848	8575.483137
849	8569.379183
850	8564.194253
851	8555.415884
852	8543.782486
853	8535.54525
854	8532.744887
855	8526.861141
856	8522.998611
857	8514.583695
858	8509.449778
859	8500.088073
860	8492.516814
861	8484.39261
862	8483.193768
863	8482.840916
864	8473.441748
865	8471.04673
866	8459.407049
867	8453.095121
868	8446.851074
869	8441.617308
870	8437.00014
871	8425.850631
872	8412.764805
873	8407.688652
874	8407.305282
875	8406.986601
876	8403.777882
877	8397.401851
878	8386.535999
879	8386.242473
880	8381.502728
881	8380.865934
882	8375.189406
883	8366.498323
884	8359.471683
885	8359.159234
886	8352.838506
887	8348.55459
888	8336.968465
889	8336.665012
890	8331.965014
891	8323.081253
892	8320.992507
893	8314.617313
894	8306.458053
895	8298.589654
896	8293.54563
897	8286.205555
898	8281.905474
899	8271.494105
900	8264.980666
901	8256.306155
902	8248.557214
903	8240.802124
904	8240.285847
905	8235.619811
906	8233.961966
907	8227.008533
908	8225.572802
909	8221.748576
910	8216.344672
911	8205.303374
912	8194.464296
913	8194.022467
914	8182.717627
915	8180.630861
916	8174.475324
917	8167.684571
918	8160.314178
919	8152.32845
920	8146.992904
921	8146.476738
922	8139.603317
923	8131.103953
924	8121.595712
925	8113.382321
926	8103.635793
927	8100.13077
928	8092.494773
929	8088.138858
930	8078.963041
931	8073.464423
932	8063.686711
933	8060.68403
934	8057.471926
935	8046.424336
936	8041.809027
937	8038.136744
938	8023.593273
939	8023.046658
940	8017.973515
941	8013.203151
942	8007.72205
943	8006.203902
944	7998.845371
945	7996.357293
946	7991.063818
947	7986.347082
948	7985.902085
949	7978.816266
950	7968.902038
951	7968.314445
952	7967.835264
953	7958.621686
954	7951.104216
955	7942.122819
956	7933.120017
957	7925.773751
958	7915.127382
959	7908.426484
960	7907.676779
961	7900.798637
962	7894.466588
963	7885.376273
964	7885.048204
965	7878.902566
966	7873.65579
967	7868.163559
968	7862.893562
969	7854.194061
970	7851.637542
971	7843.481697
972	7839.766702
973	7831.614905
974	7823.973182
975	7821.047359
976	7814.430174
977	7812.31578
978	7811.70341
979	7805.596277
980	7798.606818
981	7791.895265
982	7785.24249
983	7784.438297
984	7773.939474
985	7766.188881
986	7757.446497
987	7749.530738
988	7746.67681
989	7740.227432
990	7735.18921
991	7727.761186
992	7722.282024
993	7721.966035
994	7715.334283
995	7706.480957
996	7697.987399
997	7687.073445
998	7682.42678
999	7682.11689
